# median-combination of 92 normalized COS/G130M+G160M AGN spectra
# C. Danforth Fri Jan 25 12:25:39 2013
# wavelength   normalized flux
1426.5270     0.991956
1426.5968     0.989298
1426.6666     0.989925
1426.7364     0.999978
1426.8062     0.998477
1426.8760     0.989668
1426.9458     0.992535
1427.0156     0.994636
1427.0854     0.995362
1427.1552     0.986925
1427.2250     0.983629
1427.2948     0.993283
1427.3646     0.985498
1427.4344     0.990874
1427.5042     0.989456
1427.5740     0.987074
1427.6438     0.997060
1427.7136     0.993453
1427.7834     0.991837
1427.8532      1.00166
1427.9230     0.984039
1427.9928     0.984692
1428.0626     0.981650
1428.1324     0.983726
1428.2022     0.987477
1428.2720     0.980361
1428.3418     0.985271
1428.4116     0.990755
1428.4814     0.992485
1428.5512     0.994612
1428.6210     0.995527
1428.6907      1.00116
1428.7605     0.988899
1428.8303     0.991578
1428.9001     0.987459
1428.9699     0.988866
1429.0397     0.988052
1429.1095     0.990251
1429.1793     0.997212
1429.2491     0.981523
1429.3189     0.987298
1429.3887     0.987101
1429.4585     0.998861
1429.5283     0.988884
1429.5981     0.995926
1429.6679     0.997663
1429.7377     0.995641
1429.8075     0.987050
1429.8773     0.986783
1429.9471     0.989141
1430.0169     0.985120
1430.0867     0.976863
1430.1565     0.972458
1430.2263     0.998956
1430.2961     0.999244
1430.3659     0.992711
1430.4357     0.992279
1430.5055     0.988274
1430.5753     0.994313
1430.6451     0.987465
1430.7149     0.998375
1430.7847     0.983160
1430.8545     0.990837
1430.9242     0.985219
1430.9940     0.987426
1431.0638     0.986413
1431.1336     0.994907
1431.2034     0.990015
1431.2732     0.993401
1431.3430     0.993346
1431.4128     0.994035
1431.4826     0.996020
1431.5524     0.996603
1431.6222     0.996338
1431.6920      1.00130
1431.7618      1.00331
1431.8316     0.995704
1431.9014     0.992458
1431.9712     0.993205
1432.0410     0.993598
1432.1108      1.00363
1432.1806      1.00140
1432.2504     0.993832
1432.3202     0.985299
1432.3900     0.987499
1432.4598     0.986354
1432.5296     0.983951
1432.5994     0.983909
1432.6692     0.979676
1432.7390     0.981215
1432.8088     0.979827
1432.8786     0.983658
1432.9484     0.986426
1433.0182     0.976585
1433.0880     0.991102
1433.1577     0.979639
1433.2275     0.984408
1433.2973     0.984211
1433.3671     0.984111
1433.4369     0.991396
1433.5067     0.984292
1433.5765     0.982307
1433.6463     0.985339
1433.7161     0.987912
1433.7859     0.990264
1433.8557     0.985775
1433.9255     0.990902
1433.9953     0.984238
1434.0651     0.993259
1434.1349     0.990328
1434.2047     0.990490
1434.2745     0.997778
1434.3443     0.993226
1434.4141     0.996139
1434.4839      1.00429
1434.5537     0.994564
1434.6235     0.997327
1434.6933     0.975725
1434.7631     0.976812
1434.8329     0.968719
1434.9027     0.967026
1434.9725     0.963368
1435.0423     0.974193
1435.1121     0.972017
1435.1819     0.973156
1435.2517     0.970431
1435.3215     0.976589
1435.3912     0.986372
1435.4610     0.973124
1435.5308     0.968603
1435.6006     0.983869
1435.6704     0.974403
1435.7402     0.984194
1435.8100     0.988482
1435.8798     0.990131
1435.9496     0.984147
1436.0194     0.993900
1436.0892     0.986432
1436.1590     0.990400
1436.2288     0.976104
1436.2986     0.988281
1436.3684     0.991361
1436.4382     0.992351
1436.5080      1.00177
1436.5778      1.00391
1436.6476      1.00214
1436.7174      1.00029
1436.7872     0.997033
1436.8570     0.986677
1436.9268     0.985761
1436.9966     0.991513
1437.0664     0.982471
1437.1362     0.983013
1437.2060     0.991522
1437.2758     0.985653
1437.3456     0.983846
1437.4154     0.990263
1437.4852     0.976633
1437.5550     0.987515
1437.6247     0.977848
1437.6945     0.981368
1437.7643     0.986529
1437.8341     0.985496
1437.9039     0.986389
1437.9737     0.983241
1438.0435     0.986349
1438.1133     0.984577
1438.1831     0.990270
1438.2529     0.987496
1438.3227     0.983515
1438.3925     0.994142
1438.4623     0.992208
1438.5321     0.995015
1438.6019     0.996988
1438.6717     0.984919
1438.7415     0.979289
1438.8113     0.981789
1438.8811     0.992040
1438.9509     0.997972
1439.0207      1.00972
1439.0905     0.990727
1439.1603     0.991455
1439.2301     0.993382
1439.2999      1.00208
1439.3697      1.00059
1439.4395     0.994227
1439.5093     0.999996
1439.5791     0.993753
1439.6489      1.00251
1439.7187     0.990204
1439.7885      1.00439
1439.8582      1.01333
1439.9280     0.997808
1439.9978     0.993457
1440.0676     0.990593
1440.1374     0.991542
1440.2072     0.983748
1440.2770     0.980956
1440.3468     0.988928
1440.4166     0.980783
1440.4864      1.00310
1440.5562     0.991257
1440.6260     0.990466
1440.6958     0.989340
1440.7656     0.983548
1440.8354     0.993313
1440.9052     0.999516
1440.9750     0.996490
1441.0448     0.988824
1441.1146     0.995240
1441.1844     0.990597
1441.2542     0.993914
1441.3240     0.987048
1441.3938     0.999627
1441.4636     0.988012
1441.5334     0.989358
1441.6032     0.994854
1441.6730      1.00097
1441.7428     0.998521
1441.8126     0.996700
1441.8824     0.999967
1441.9522     0.987752
1442.0220     0.984374
1442.0917     0.993646
1442.1615     0.984976
1442.2313     0.992666
1442.3011     0.980834
1442.3709     0.985124
1442.4407     0.987428
1442.5105     0.996386
1442.5803     0.994634
1442.6501      1.00117
1442.7199     0.995519
1442.7897      1.00246
1442.8595     0.997657
1442.9293     0.996521
1442.9991     0.994733
1443.0689     0.996336
1443.1387     0.981454
1443.2085     0.980817
1443.2783     0.983753
1443.3481     0.993130
1443.4179     0.991802
1443.4877     0.994521
1443.5575      1.00120
1443.6273      1.00031
1443.6971      1.00123
1443.7669     0.999963
1443.8367      1.00148
1443.9065     0.994689
1443.9763     0.988217
1444.0461     0.998344
1444.1159     0.985887
1444.1857     0.985500
1444.2555     0.990782
1444.3252     0.986374
1444.3950     0.972887
1444.4648     0.972474
1444.5346     0.969178
1444.6044     0.965484
1444.6742     0.982471
1444.7440     0.979322
1444.8138     0.978335
1444.8836     0.976651
1444.9534     0.978988
1445.0232     0.985632
1445.0930     0.977938
1445.1628     0.982230
1445.2326     0.993158
1445.3024     0.992495
1445.3722     0.980086
1445.4420     0.982558
1445.5118     0.995416
1445.5816     0.993099
1445.6514     0.997933
1445.7212     0.994690
1445.7910     0.992705
1445.8608     0.986038
1445.9306     0.984788
1446.0004     0.973050
1446.0702     0.980882
1446.1400     0.982292
1446.2098     0.988317
1446.2796     0.982904
1446.3494     0.984010
1446.4192     0.988564
1446.4890     0.995661
1446.5587     0.988740
1446.6285     0.991019
1446.6983     0.976394
1446.7681     0.980802
1446.8379     0.977520
1446.9077     0.980789
1446.9775     0.978421
1447.0473     0.979240
1447.1171     0.978945
1447.1869     0.984407
1447.2567     0.987295
1447.3265     0.980596
1447.3963     0.983170
1447.4661     0.991172
1447.5359     0.987760
1447.6057     0.989280
1447.6755     0.987431
1447.7453     0.977856
1447.8151     0.988053
1447.8849     0.996263
1447.9547      1.00198
1448.0245     0.998212
1448.0943     0.997544
1448.1641     0.998685
1448.2339     0.993321
1448.3037     0.989789
1448.3735     0.991483
1448.4433     0.994853
1448.5131     0.996447
1448.5829      1.01283
1448.6527      1.00570
1448.7225      1.00414
1448.7922     0.999791
1448.8620      1.00169
1448.9318     0.993418
1449.0016     0.994363
1449.0714     0.985426
1449.1412     0.988794
1449.2110     0.984260
1449.2808     0.989348
1449.3506     0.983714
1449.4204     0.984042
1449.4902     0.991238
1449.5600     0.984629
1449.6298     0.985255
1449.6996     0.987453
1449.7694     0.979620
1449.8392     0.996139
1449.9090     0.986959
1449.9788     0.988303
1450.0486     0.996688
1450.1184      1.00100
1450.1882     0.992086
1450.2580     0.998358
1450.3278     0.985971
1450.3976     0.988641
1450.4674     0.996100
1450.5372     0.977035
1450.6070     0.974688
1450.6768     0.971259
1450.7466     0.977094
1450.8164     0.979877
1450.8862     0.988974
1450.9560     0.988690
1451.0257     0.982142
1451.0955     0.979356
1451.1653     0.994207
1451.2351     0.988895
1451.3049     0.990219
1451.3747     0.985688
1451.4445     0.992610
1451.5143      1.00277
1451.5841     0.993405
1451.6539     0.990764
1451.7237     0.988336
1451.7935     0.985618
1451.8633     0.988714
1451.9331     0.980635
1452.0029     0.987733
1452.0727     0.982630
1452.1425     0.983295
1452.2123     0.989724
1452.2821     0.991260
1452.3519     0.983859
1452.4217     0.990760
1452.4915     0.981984
1452.5613     0.991498
1452.6311     0.982951
1452.7009     0.985254
1452.7707     0.983543
1452.8405     0.981132
1452.9103     0.989111
1452.9801     0.976956
1453.0499     0.984022
1453.1197     0.992737
1453.1895     0.995649
1453.2592     0.993234
1453.3290     0.988312
1453.3988     0.983185
1453.4686     0.984890
1453.5384     0.987760
1453.6082     0.991425
1453.6780     0.981705
1453.7478     0.989391
1453.8176     0.994082
1453.8874     0.989743
1453.9572     0.984785
1454.0270     0.983794
1454.0968     0.969396
1454.1666     0.975088
1454.2364     0.988300
1454.3062     0.977482
1454.3760     0.978166
1454.4458     0.977373
1454.5156     0.959644
1454.5854     0.945940
1454.6552     0.939132
1454.7250     0.941617
1454.7948     0.947459
1454.8646     0.949275
1454.9344     0.964840
1455.0042     0.970608
1455.0740     0.980415
1455.1438     0.981273
1455.2136     0.983367
1455.2834     0.990187
1455.3532     0.995189
1455.4230     0.990344
1455.4927     0.982974
1455.5625     0.993493
1455.6323     0.990286
1455.7021     0.997473
1455.7719     0.988822
1455.8417     0.981307
1455.9115     0.988012
1455.9813     0.992366
1456.0511     0.995317
1456.1209     0.981263
1456.1907     0.985837
1456.2605     0.988581
1456.3303     0.987748
1456.4001     0.989080
1456.4699     0.984304
1456.5397     0.988292
1456.6095     0.987161
1456.6793     0.983169
1456.7491     0.985509
1456.8189     0.994104
1456.8887     0.990881
1456.9585     0.997428
1457.0283     0.989558
1457.0981     0.989043
1457.1679     0.987562
1457.2377     0.995654
1457.3075     0.990132
1457.3773     0.998316
1457.4471      1.00043
1457.5169     0.994614
1457.5867     0.998430
1457.6565     0.996707
1457.7262     0.986850
1457.7960     0.992343
1457.8658     0.994620
1457.9356     0.984998
1458.0054     0.986590
1458.0752     0.997226
1458.1450     0.992701
1458.2148     0.998969
1458.2846      1.00027
1458.3544      1.00378
1458.4242      1.00003
1458.4940      1.00769
1458.5638     0.995575
1458.6336     0.992326
1458.7034     0.986835
1458.7732     0.979996
1458.8430     0.980659
1458.9128     0.974447
1458.9826     0.970142
1459.0524     0.977167
1459.1222     0.980982
1459.1920     0.983661
1459.2618     0.979252
1459.3316     0.986752
1459.4014     0.986278
1459.4712     0.994883
1459.5410     0.995497
1459.6108      1.00120
1459.6806     0.996262
1459.7504     0.994826
1459.8202     0.987494
1459.8900     0.987490
1459.9598     0.963837
1460.0392     0.964373
1460.1248     0.990111
1460.2104     0.983113
1460.2960      1.00003
1460.3817     0.993273
1460.4673     0.984680
1460.5529     0.990818
1460.6385      1.00222
1460.7241      1.01038
1460.8097     0.997458
1460.8954     0.989135
1460.9810     0.990210
1461.0666     0.982963
1461.1522     0.983386
1461.2378     0.978728
1461.3235     0.990321
1461.4091     0.985879
1461.4947     0.989948
1461.5803     0.988110
1461.6659     0.981867
1461.7515     0.987199
1461.8372     0.987539
1461.9228     0.982478
1462.0084     0.987462
1462.0940     0.986679
1462.1796     0.974284
1462.2653     0.986559
1462.3509     0.974019
1462.4365     0.975304
1462.5221     0.971264
1462.6077     0.992884
1462.6933     0.991273
1462.7790     0.984227
1462.8646     0.987895
1462.9502     0.994118
1463.0358     0.975757
1463.1214     0.985927
1463.2071     0.978394
1463.2927     0.976320
1463.3783     0.973850
1463.4639     0.980483
1463.5495     0.981177
1463.6352     0.980606
1463.7208     0.985739
1463.8064     0.982620
1463.8920     0.989286
1463.9776     0.979718
1464.0632     0.974262
1464.1489     0.985411
1464.2345     0.988489
1464.3201     0.994941
1464.4057     0.981963
1464.4913     0.981450
1464.5770     0.975091
1464.6626     0.984370
1464.7482     0.985561
1464.8338     0.983245
1464.9194     0.989758
1465.0050     0.989688
1465.0907     0.994966
1465.1763     0.997548
1465.2619      1.00104
1465.3475     0.985928
1465.4331     0.991619
1465.5188     0.984312
1465.6044     0.994632
1465.6900     0.997609
1465.7756      1.00189
1465.8612     0.990290
1465.9468     0.987805
1466.0325     0.987537
1466.1181     0.984925
1466.2037     0.991783
1466.2893     0.983108
1466.3749     0.993016
1466.4606     0.990729
1466.5462     0.991096
1466.6318     0.981018
1466.7174     0.989305
1466.8030     0.985128
1466.8887     0.985841
1466.9743     0.978111
1467.0599     0.978649
1467.1455     0.979671
1467.2311     0.975140
1467.3167     0.983560
1467.4024     0.983086
1467.4880     0.985694
1467.5736     0.978448
1467.6592     0.969669
1467.7448     0.965392
1467.8305     0.970898
1467.9161     0.978642
1468.0017     0.984607
1468.0873     0.976899
1468.1729     0.982107
1468.2585     0.976104
1468.3442     0.978369
1468.4298     0.976043
1468.5154     0.986340
1468.6010     0.981579
1468.6866     0.978461
1468.7723     0.986849
1468.8579     0.982888
1468.9435     0.979580
1469.0291     0.982069
1469.1147     0.981090
1469.2003     0.989354
1469.2860     0.995997
1469.3716     0.992853
1469.4572     0.989460
1469.5428     0.995855
1469.6284     0.994106
1469.7141     0.991217
1469.7997     0.993218
1469.8853     0.996678
1469.9709     0.986643
1470.0565     0.990529
1470.1422      1.00373
1470.2278      1.00012
1470.3134      1.00809
1470.3990     0.987739
1470.4846     0.993348
1470.5702     0.993410
1470.6559     0.988662
1470.7415     0.990735
1470.8271     0.995068
1470.9127     0.987807
1470.9983     0.984895
1471.0840     0.987668
1471.1696     0.979599
1471.2552     0.978315
1471.3408     0.986287
1471.4264     0.987619
1471.5120     0.985833
1471.5977     0.989083
1471.6833     0.997252
1471.7689     0.994597
1471.8545     0.997352
1471.9401     0.997992
1472.0258     0.983837
1472.1114     0.983142
1472.1970     0.980810
1472.2826     0.986793
1472.3682     0.993572
1472.4539     0.986840
1472.5395     0.987855
1472.6251     0.986098
1472.7107     0.996185
1472.7963     0.997687
1472.8819     0.992111
1472.9676     0.997851
1473.0532      1.00027
1473.1388     0.990212
1473.2244     0.995948
1473.3100     0.995176
1473.3957     0.991035
1473.4813     0.992621
1473.5669      1.00020
1473.6525     0.991791
1473.7381     0.981358
1473.8237     0.991343
1473.9094     0.974496
1473.9950     0.978544
1474.0806     0.973588
1474.1662     0.987346
1474.2518     0.962849
1474.3375     0.975596
1474.4231     0.979646
1474.5087     0.978058
1474.5943     0.982501
1474.6799     0.991867
1474.7655     0.982317
1474.8512     0.985710
1474.9368     0.978344
1475.0224     0.978322
1475.1080     0.975886
1475.1936     0.976516
1475.2793     0.972414
1475.3649     0.975186
1475.4505     0.986122
1475.5361     0.985897
1475.6217     0.986165
1475.7074     0.989974
1475.7930     0.985105
1475.8786     0.984964
1475.9642     0.985496
1476.0498     0.986787
1476.1354     0.995457
1476.2211     0.994894
1476.3067     0.984033
1476.3923     0.992226
1476.4779     0.998338
1476.5635     0.995278
1476.6492     0.990069
1476.7348     0.996865
1476.8204     0.999959
1476.9060      1.00382
1476.9916     0.992391
1477.0772     0.990545
1477.1629     0.997115
1477.2485     0.981914
1477.3341     0.980864
1477.4197     0.981773
1477.5053     0.990880
1477.5910     0.979035
1477.6766     0.978865
1477.7622     0.984798
1477.8478     0.980549
1477.9334     0.993360
1478.0190     0.992347
1478.1047     0.986869
1478.1903     0.980983
1478.2759     0.986894
1478.3615     0.986498
1478.4471      1.00261
1478.5328      1.00757
1478.6184     0.999707
1478.7040     0.988383
1478.7896      1.00081
1478.8752     0.988756
1478.9609     0.998875
1479.0465      1.00241
1479.1321      1.00186
1479.2177      1.00250
1479.3033     0.994042
1479.3889     0.992632
1479.4746     0.993684
1479.5602     0.988332
1479.6458     0.988932
1479.7314     0.984386
1479.8170     0.978340
1479.9027     0.984979
1479.9883     0.983762
1480.0739     0.982582
1480.1595     0.988867
1480.2451     0.987754
1480.3307     0.983253
1480.4164     0.985898
1480.5020     0.986072
1480.5876     0.984392
1480.6732     0.977758
1480.7588     0.979593
1480.8445     0.981779
1480.9301     0.966895
1481.0157     0.971277
1481.1013     0.982181
1481.1869     0.976399
1481.2725     0.986245
1481.3582     0.998174
1481.4438     0.988000
1481.5294     0.990173
1481.6150     0.990860
1481.7006     0.984275
1481.7863     0.989887
1481.8719     0.982437
1481.9575     0.988124
1482.0431     0.991720
1482.1287     0.991858
1482.2144     0.998167
1482.3000     0.990739
1482.3856     0.997501
1482.4712     0.992070
1482.5568     0.986170
1482.6424     0.992996
1482.7281     0.990816
1482.8137     0.979928
1482.8993     0.975133
1482.9849     0.980750
1483.0705     0.980932
1483.1562     0.985234
1483.2418     0.986609
1483.3274     0.983919
1483.4130     0.985047
1483.4986     0.985520
1483.5842     0.977875
1483.6699     0.974838
1483.7555     0.974579
1483.8411     0.987085
1483.9267     0.995206
1484.0123      1.00072
1484.0980     0.987022
1484.1836     0.979187
1484.2692     0.988849
1484.3548     0.984920
1484.4404     0.991988
1484.5260     0.993233
1484.6117     0.984773
1484.6973     0.981368
1484.7829     0.994308
1484.8685     0.990939
1484.9541     0.996142
1485.0398     0.999873
1485.1254      1.00185
1485.2110     0.990707
1485.2966     0.987243
1485.3822     0.970619
1485.4679     0.978303
1485.5535     0.972627
1485.6391     0.982155
1485.7247     0.969603
1485.8103     0.976742
1485.8959     0.980168
1485.9816     0.969305
1486.0672     0.979091
1486.1528     0.975800
1486.2384     0.980563
1486.3240     0.975232
1486.4097     0.967908
1486.4953     0.966747
1486.5809     0.960203
1486.6665     0.972642
1486.7521     0.972611
1486.8377     0.979192
1486.9234     0.976142
1487.0090     0.990235
1487.0946     0.985730
1487.1802     0.983034
1487.2658     0.988308
1487.3515     0.981439
1487.4371     0.994868
1487.5227     0.984892
1487.6083     0.983030
1487.6939     0.989229
1487.7796     0.993374
1487.8652     0.991325
1487.9508     0.992282
1488.0364      1.00129
1488.1220     0.993751
1488.2076     0.995824
1488.2933     0.992656
1488.3789     0.991053
1488.4645      1.00198
1488.5501     0.988850
1488.6357     0.989786
1488.7214     0.987942
1488.8070     0.981806
1488.8926     0.985455
1488.9782     0.976780
1489.0638     0.979770
1489.1494     0.991859
1489.2351     0.991221
1489.3207     0.982470
1489.4063     0.988139
1489.4919     0.996119
1489.5775     0.979314
1489.6632     0.984303
1489.7488     0.979575
1489.8344     0.976951
1489.9200     0.980912
1490.0056     0.985843
1490.0912      1.00331
1490.1769     0.989738
1490.2625     0.990597
1490.3481     0.992439
1490.4337     0.985393
1490.5193     0.986666
1490.6050     0.994478
1490.6906     0.983471
1490.7762     0.989073
1490.8618     0.984519
1490.9474     0.998258
1491.0331     0.992934
1491.1187     0.991044
1491.2043     0.997789
1491.2899     0.992326
1491.3755     0.983578
1491.4611     0.989514
1491.5468      1.00684
1491.6324     0.998468
1491.7180     0.991519
1491.8036     0.996695
1491.8892     0.978859
1491.9749     0.986042
1492.0605     0.981519
1492.1461     0.985329
1492.2317     0.983041
1492.3173     0.992350
1492.4029     0.990953
1492.4886     0.981662
1492.5742     0.979835
1492.6598     0.978217
1492.7454     0.981847
1492.8310     0.981216
1492.9167     0.995764
1493.0023     0.991883
1493.0879     0.989024
1493.1735     0.989903
1493.2591     0.983418
1493.3447     0.990974
1493.4304     0.990179
1493.5160     0.987193
1493.6016     0.990286
1493.6872     0.991338
1493.7728     0.995245
1493.8585     0.989178
1493.9441     0.993894
1494.0297     0.996703
1494.1153     0.987962
1494.2009     0.994522
1494.2866     0.994291
1494.3722     0.992290
1494.4578     0.988714
1494.5434     0.994231
1494.6290     0.992797
1494.7146      1.00767
1494.8003     0.997416
1494.8859     0.996965
1494.9715     0.986022
1495.0571     0.986343
1495.1427     0.992290
1495.2284     0.986983
1495.3140     0.981075
1495.3996     0.975641
1495.4852     0.986265
1495.5708     0.989004
1495.6564     0.990719
1495.7421     0.983769
1495.8277     0.994735
1495.9133     0.994109
1495.9989     0.984373
1496.0845     0.989568
1496.1702     0.985251
1496.2558     0.982181
1496.3414     0.978509
1496.4270     0.979963
1496.5126     0.988584
1496.5982     0.991913
1496.6839      1.00155
1496.7695     0.995932
1496.8551     0.997195
1496.9407     0.997035
1497.0263     0.992372
1497.1120     0.981099
1497.1976     0.983034
1497.2832     0.985864
1497.3688     0.990618
1497.4544     0.981677
1497.5401     0.984458
1497.6257     0.965129
1497.7113     0.986066
1497.7969     0.979538
1497.8825     0.982282
1497.9681     0.978600
1498.0538     0.986004
1498.1394     0.969414
1498.2250     0.968234
1498.3106     0.952769
1498.3962     0.956640
1498.4819     0.962454
1498.5675     0.969215
1498.6531     0.971607
1498.7387     0.987116
1498.8243     0.991932
1498.9099      1.00498
1498.9956      1.00080
1499.0812      1.00772
1499.1668      1.00079
1499.2524     0.982772
1499.3380     0.997796
1499.4237     0.997692
1499.5093     0.998459
1499.5949      1.00358
1499.6805     0.989619
1499.7661     0.991867
1499.8517     0.990369
1499.9374      1.00144
1500.0230     0.995809
1500.1086     0.993632
1500.1942      1.00588
1500.2798      1.00174
1500.3655     0.997650
1500.4511     0.997032
1500.5367     0.990432
1500.6223     0.984305
1500.7079     0.987313
1500.7936     0.992742
1500.8792     0.985436
1500.9648     0.983226
1501.0504     0.985306
1501.1360     0.998447
1501.2216     0.993808
1501.3073     0.984816
1501.3929     0.979265
1501.4785     0.978070
1501.5641     0.981515
1501.6497     0.980270
1501.7354     0.982227
1501.8210     0.979786
1501.9066     0.969900
1501.9922     0.972563
1502.0778     0.969155
1502.1634     0.984411
1502.2491     0.987046
1502.3347     0.993601
1502.4203      1.00761
1502.5059     0.996562
1502.5915     0.994240
1502.6772     0.995880
1502.7628     0.994696
1502.8484     0.998405
1502.9340     0.987703
1503.0196     0.993130
1503.1052     0.980757
1503.1909     0.987295
1503.2765     0.985460
1503.3621     0.993595
1503.4477     0.989978
1503.5333     0.988700
1503.6190     0.989998
1503.7046     0.988159
1503.7902     0.988372
1503.8758     0.991553
1503.9614     0.987665
1504.0471     0.975781
1504.1327     0.977443
1504.2183     0.976825
1504.3039     0.969232
1504.3895     0.988469
1504.4751     0.986362
1504.5608     0.988492
1504.6464     0.991875
1504.7320     0.993499
1504.8176     0.986817
1504.9032     0.991170
1504.9889     0.992425
1505.0745     0.990519
1505.1601     0.991964
1505.2457     0.992646
1505.3313     0.987953
1505.4169     0.988457
1505.5026      1.00238
1505.5882      1.01193
1505.6738     0.992447
1505.7594     0.984163
1505.8450     0.992216
1505.9307     0.993532
1506.0163     0.987809
1506.1019     0.994221
1506.1875     0.979470
1506.2731     0.977862
1506.3588     0.974215
1506.4444     0.977912
1506.5300     0.980916
1506.6156     0.971702
1506.7012     0.975328
1506.7868     0.984379
1506.8725     0.994410
1506.9581     0.987932
1507.0437     0.987177
1507.1293     0.982166
1507.2149     0.978824
1507.3006     0.978042
1507.3862     0.965019
1507.4718     0.986692
1507.5574     0.974441
1507.6430     0.994661
1507.7286     0.989871
1507.8143     0.993954
1507.8999     0.991334
1507.9855      1.00048
1508.0711     0.999729
1508.1567      1.01077
1508.2424      1.01050
1508.3280      1.00338
1508.4136      1.00343
1508.4992     0.986203
1508.5848     0.995408
1508.6704     0.992298
1508.7561     0.987697
1508.8417     0.981247
1508.9273     0.978259
1509.0129     0.994208
1509.0985     0.973466
1509.1842     0.978058
1509.2698     0.972712
1509.3554     0.970795
1509.4410     0.962179
1509.5266     0.971918
1509.6123     0.983300
1509.6979     0.971259
1509.7835     0.973933
1509.8691     0.987935
1509.9547     0.980795
1510.0403     0.982773
1510.1260     0.988901
1510.2116     0.982753
1510.2972     0.990662
1510.3828     0.997325
1510.4684     0.985429
1510.5541     0.977747
1510.6397     0.990940
1510.7253     0.985439
1510.8109     0.987883
1510.8965     0.984477
1510.9821     0.983260
1511.0678     0.997439
1511.1534     0.996587
1511.2390     0.991684
1511.3246     0.996709
1511.4102      1.00800
1511.4959     0.999550
1511.5815     0.990842
1511.6671      1.00202
1511.7527      1.00646
1511.8383      1.00616
1511.9239      1.00508
1512.0096      1.00987
1512.0952      1.00543
1512.1808      1.00279
1512.2664     0.999518
1512.3520     0.995096
1512.4377     0.986118
1512.5233     0.997078
1512.6089     0.986699
1512.6945     0.992370
1512.7801     0.999278
1512.8658     0.983449
1512.9514     0.980765
1513.0370     0.979497
1513.1226     0.985306
1513.2082     0.984143
1513.2938     0.992672
1513.3795     0.996281
1513.4651     0.990017
1513.5507     0.974426
1513.6363     0.977926
1513.7219     0.988546
1513.8076     0.988975
1513.8932     0.979263
1513.9788     0.981633
1514.0644     0.985231
1514.1500     0.994271
1514.2356     0.988436
1514.3213     0.983313
1514.4069     0.977400
1514.4925     0.982703
1514.5781     0.991277
1514.6637     0.982808
1514.7494     0.987082
1514.8350     0.988680
1514.9206     0.979043
1515.0062     0.971667
1515.0918     0.981097
1515.1774     0.983058
1515.2631     0.985859
1515.3487     0.981922
1515.4343     0.994040
1515.5199     0.987426
1515.6055     0.989328
1515.6912     0.984773
1515.7768     0.980464
1515.8624     0.983355
1515.9480     0.980583
1516.0336     0.979170
1516.1193     0.978118
1516.2049     0.987353
1516.2905     0.978138
1516.3761     0.984596
1516.4617     0.994618
1516.5473     0.989966
1516.6330     0.982643
1516.7186     0.991470
1516.8042     0.985617
1516.8898     0.984961
1516.9754     0.985424
1517.0611     0.985794
1517.1467     0.984208
1517.2323     0.978812
1517.3179     0.980500
1517.4035     0.988755
1517.4891     0.985593
1517.5748     0.983938
1517.6604     0.991993
1517.7460     0.992999
1517.8316     0.992711
1517.9172     0.983345
1518.0029     0.975487
1518.0885     0.978332
1518.1741     0.983038
1518.2597     0.974966
1518.3453     0.980005
1518.4309     0.982888
1518.5166     0.993163
1518.6022     0.996408
1518.6878     0.988870
1518.7734     0.998981
1518.8590     0.978334
1518.9447     0.972596
1519.0303     0.987267
1519.1159     0.986899
1519.2015     0.980337
1519.2871     0.978857
1519.3728     0.980419
1519.4584     0.968324
1519.5440     0.976371
1519.6296     0.982137
1519.7152     0.994848
1519.8008     0.993796
1519.8865      1.00243
1519.9721     0.992886
1520.0577      1.00526
1520.1433     0.984273
1520.2289     0.985744
1520.3146     0.989565
1520.4002     0.992299
1520.4858      1.00084
1520.5714     0.980919
1520.6570     0.982448
1520.7426     0.976678
1520.8283     0.973177
1520.9139     0.984188
1520.9995     0.972340
1521.0851     0.964989
1521.1707     0.976709
1521.2564     0.964422
1521.3420     0.973385
1521.4276     0.971391
1521.5132     0.971910
1521.5988     0.977970
1521.6845     0.995977
1521.7701     0.996511
1521.8557      1.00148
1521.9413      1.00339
1522.0269      1.00066
1522.1125     0.986634
1522.1982     0.985907
1522.2838     0.990233
1522.3694     0.991374
1522.4550     0.988631
1522.5406     0.995336
1522.6263     0.984675
1522.7119     0.996801
1522.7975     0.996848
1522.8831     0.989672
1522.9687     0.989306
1523.0543     0.986142
1523.1400      1.00014
1523.2256     0.993320
1523.3112      1.00085
1523.3968     0.993222
1523.4824     0.998845
1523.5681      1.00319
1523.6537     0.998373
1523.7393     0.992821
1523.8249     0.995926
1523.9105     0.991960
1523.9961     0.986792
1524.0818     0.989086
1524.1674     0.984306
1524.2530     0.986788
1524.3386     0.988640
1524.4242      1.00081
1524.5099     0.986333
1524.5955     0.987885
1524.6811     0.989466
1524.7667     0.987323
1524.8523     0.982202
1524.9380     0.993538
1525.0236     0.987663
1525.1092     0.980422
1525.1948     0.984198
1525.2804     0.990364
1525.3660     0.997151
1525.4517     0.989774
1525.5373     0.991612
1525.6229     0.978173
1525.7085     0.982190
1525.7941     0.971647
1525.8798     0.956377
1525.9654     0.944131
1526.0510     0.924040
1526.1366     0.893494
1526.2222     0.791017
1526.3078     0.593120
1526.3935     0.314389
1526.4791     0.149617
1526.5647     0.105702
1526.6503     0.129532
1526.7359     0.212197
1526.8216     0.453357
1526.9072     0.684052
1526.9928     0.845635
1527.0784     0.897044
1527.1640     0.939592
1527.2496     0.947848
